Year,Date ,hour,Full or Partial ,Review Method,Observer,Time,Direction,Length,Frame,Range,Confidence,Flow cfs,Comments/Notes,Flag
2025,3/12/2025,17:30,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,17:45,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,18:00,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,18:15,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,18:30,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,18:45,Full,15 min,as,No Fish,,,,,,,fast otter,
2025,3/12/2025,19:00,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,19:15,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,19:30,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,19:45,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,20:00,Full,15 min,as,20:14:00,downstream,81,4468,7.31,1,,,
2025,3/12/2025,20:15,Full,15 min,as,20:24:18,upstream,82.3,2935,12.43,1,,,
2025,3/12/2025,20:30,Full,15 min,as,20:33:26,downstream,57.4,1099,9.09,1,,,
2025,3/12/2025,20:30,Full,15 min,as,20:38:03,downstream,81.2,2565,9.99,1,,,
2025,3/12/2025,20:30,Full,15 min,as,20:38:07,downstream,66.2,2587,9.51,1,,,
2025,3/12/2025,20:45,Full,15 min,as,20:45:57,downstream,80.4,304,11.14,1,,,
2025,3/12/2025,20:45,Full,15 min,as,20:46:44,upstream,82.2,553,14.61,1,,,
2025,3/12/2025,20:45,Full,15 min,as,20:47:09,downstream,81.1,689,7.35,1,,,
2025,3/12/2025,21:00,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,21:15,Full,15 min,as,21:19:34,upstream,83.2,1456,14.94,1,,,
2025,3/12/2025,21:30,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,21:45,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,22:00,Full,15 min,as,22:00:59,upstream,46.2,307,16.6,1,,,
2025,3/12/2025,22:00,Full,15 min,as,22:02:17,downstream,68,724,13.43,1,,,
2025,3/12/2025,22:15,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,22:30,Full,15 min,as,22:39:55,downstream,45.7,3177,6.43,1,,,
2025,3/12/2025,22:45,Full,15 min,as,22:55:25,upstream,75.8,3330,11.06,1,,,
2025,3/12/2025,23:00,Full,15 min,as,23:01:13,downstream,64.5,384,12.8,1,,,
2025,3/12/2025,23:00,Full,15 min,as,23:03:53,downstream,56.7,1226,4.37,1,,,
2025,3/12/2025,23:00,Full,15 min,as,23:07:51,upstream,56.9,2495,10.75,1,,,
2025,3/12/2025,23:00,Full,15 min,as,23:12:20,upstream,60,3931,16.09,1,,,
2025,3/12/2025,23:15,Full,15 min,as,23:21:52,upstream,82.6,2182,12.61,1,,,
2025,3/12/2025,23:15,Full,15 min,as,23:25:42,upstream,63.5,3404,9.37,1,,,
2025,3/12/2025,23:15,Full,15 min,as,23:28:54,upstream,69.7,4427,11.6,1,,,
2025,3/12/2025,23:30,Full,15 min,as,No Fish,,,,,,,,
2025,3/12/2025,23:45,Full,15 min,as,No Fish,,,,,,,,
2025,3/16/2025,0:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,0:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,0:30,Full,15 min,as,0:38:15,downstream,37,2688,10.01,1,201,,
2025,3/16/2025,0:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,1:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,1:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,1:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,1:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,2:00,Full,15 min,as,2:02:52,upstream,50.2,930,15.25,1,201,,
2025,3/16/2025,2:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,2:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,2:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,3:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,3:15,Full,15 min,as,3:22:55,upstream,64.7,2579,14.87,1,201,,
2025,3/16/2025,3:30,Full,15 min,as,3:37:41,upstream,54.4,2503,14.89,1,201,,
2025,3/16/2025,3:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,4:00,Full,15 min,as,4:09:52,downstream,63.1,3213,13.11,1,201,,
2025,3/16/2025,4:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,4:30,Full,15 min,as,4:39:42,downstream,50.6,3104,8.9,1,201,,
2025,3/16/2025,4:45,Full,15 min,as,4:53:28,downstream,57.9,2754,13.2,1,201,,
2025,3/16/2025,5:00,Full,15 min,as,5:02:52,downstream,66.8,933,14.23,1,201,,
2025,3/16/2025,5:00,Full,15 min,as,5:11:47,upstream,45.3,45.3,15.88,1,201,,
2025,3/16/2025,5:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,5:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,5:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,6:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,6:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,6:30,Full,15 min,as,6:40:12,downstream,54.4,3312,14.04,1,201,,
2025,3/16/2025,6:45,Full,15 min,as,6:56:21,downstream,53.3,3690,14.48,1,201,,
2025,3/16/2025,6:45,Full,15 min,as,6:59:16,downstream,64.7,4640,8.76,1,201,,
2025,3/16/2025,7:00,Full,15 min,as,7:03:47,upstream,63.8,1228,12.28,1,201,,
2025,3/16/2025,7:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,7:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,7:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,8:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,8:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,8:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,8:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,9:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,9:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,9:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,9:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,10:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,10:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,10:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,10:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,11:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,11:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,11:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,11:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,12:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,12:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,12:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,12:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,13:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,13:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,13:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,13:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,14:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,14:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,14:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,14:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,15:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,15:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,15:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,15:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,16:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,16:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,16:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,16:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,17:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,17:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,17:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,17:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,18:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,18:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,18:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,18:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,19:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,19:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,19:30,Full,15 min,as,19:42:03,upstream,67.5,3917,6.65,1,201,,
2025,3/16/2025,19:30,Full,15 min,as,19:42:05,upstream,68.1,3928,6.66,1,201,,
2025,3/16/2025,19:45,Full,15 min,as,19:45:22,upstream,51.2,117,10.15,1,201,,
2025,3/16/2025,19:45,Full,15 min,as,19:58:03,upstream,65.4,4255,13.82,1,201,,
2025,3/16/2025,20:00,Full,15 min,as,20:13:13,upstream,61.6,4295,10.68,1,201,,
2025,3/16/2025,20:00,Full,15 min,as,20:14:49,upstream,50.3,4814,15.48,1,201,,
2025,3/16/2025,20:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,20:30,Full,15 min,as,20:32:11,upstream,62.2,710,6,1,201,,
2025,3/16/2025,20:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,21:00,Full,15 min,as,21:01:36,downstream,62.5,514,10.76,1,201,,
2025,3/16/2025,21:00,Full,15 min,as,21:08:10,downstream,72.2,2653,9.76,1,201,,
2025,3/16/2025,21:15,Full,15 min,as,21:16:49,upstream,72.2,590,16.66,1,201,,
2025,3/16/2025,21:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,21:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,22:00,Full,15 min,as,22:03:59,downstream,71.2,1297,12.62,1,201,,
2025,3/16/2025,22:00,Full,15 min,as,22:10:23,upstream,71.4,3378,12.81,1,201,,
2025,3/16/2025,22:15,Full,15 min,as,22:27:54,downstream,70.6,4195,15.15,1,201,,
2025,3/16/2025,22:30,Full,15 min,as,22:32:43,upstream,71.6,880,8.11,1,201,,
2025,3/16/2025,22:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,23:00,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,23:15,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,23:30,Full,15 min,as,No Fish,,,,,,201,,
2025,3/16/2025,23:45,Full,15 min,as,No Fish,,,,,,201,,
2025,3/17/2025,0:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,0:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,0:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,0:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,1:00,Full,15 min,as,1:11:17,downstream,70.8,3667,11.77,1,190,,
2025,3/17/2025,1:15,Full,15 min,as,1:21:56,upstream,71.1,2258,13.94,1,190,,
2025,3/17/2025,1:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,1:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,2:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,2:15,Full,15 min,as,2:29:36,upstream,72.6,4745,8.13,1,190,,
2025,3/17/2025,2:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,2:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,3:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,3:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,3:30,Full,15 min,as,3:43:44,upstream,70.8,4465,13.24,1,190,,
2025,3/17/2025,3:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,4:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,4:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,4:30,Full,15 min,as,4:42:53,downstream,70.2,4193,9.94,1,190,,
2025,3/17/2025,4:45,Full,15 min,as,4:55:33,upstream,71.6,3430,13.24,1,190,,
2025,3/17/2025,5:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,5:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,5:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,5:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,6:00,Full,15 min,as,6:06:56,upstream,63,2256,7.81,1,190,,
2025,3/17/2025,6:15,Full,15 min,as,6:29:24,downstream,61.4,4675,9.09,1,190,,
2025,3/17/2025,6:15,Full,15 min,as,6:29:44,upstream,50,4787,15.05,1,190,,
2025,3/17/2025,6:30,Full,15 min,as,6:37:01,downstream,70.1,2279,10.22,1,190,,
2025,3/17/2025,6:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,7:00,Full,15 min,as,7:02:42,downstream,54.3,873,8.21,1,190,,
2025,3/17/2025,7:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,7:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,7:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,8:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,8:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,8:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,8:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,9:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,9:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,9:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,9:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,10:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,10:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,10:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,10:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,11:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,11:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,11:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,11:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,12:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,12:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,12:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,12:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,13:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,13:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,13:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,13:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,14:00,Full,15 min,as,14:14:24,upstream,72.7,4670,11.06,1,190,,
2025,3/17/2025,14:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,14:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,14:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,15:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,15:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,15:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,15:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,16:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,16:15,Full,15 min,as,16:25:58,upstream,73.2,3555,4.8,1,190,,
2025,3/17/2025,16:15,Full,15 min,as,16:26:01,upstream,53.5,3571,4.27,1,190,,
2025,3/17/2025,16:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,16:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,17:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,17:15,Full,15 min,as,17:22:51,downstream,71.4,2542,9.3,1,190,,
2025,3/17/2025,17:15,Full,15 min,as,17:23:39,upstream,73.7,2804,9.74,1,190,,
2025,3/17/2025,17:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,17:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,18:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,18:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,18:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,18:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,19:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,19:15,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,19:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,19:45,Full,15 min,as,19:52:09,downstream,74,2327,10.15,1,190,,
2025,3/17/2025,19:45,Full,15 min,as,19:58:57,upstream,72.7,4535,14.36,1,190,,
2025,3/17/2025,20:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,20:15,Full,15 min,as,20:22:31,upstream,50.1,2439,15.36,1,190,,
2025,3/17/2025,20:15,Full,15 min,as,20:26:36,downstream,73.4,3765,14.37,1,190,,
2025,3/17/2025,20:15,Full,15 min,as,20:27:45,downstream,55,4131,9.88,1,190,,
2025,3/17/2025,20:15,Full,15 min,as,20:28:38,upstream,55,4423,4.61,1,190,,
2025,3/17/2025,20:30,Full,15 min,as,20:34:20,upstream,72.4,1403,11.19,1,190,,
2025,3/17/2025,20:30,Full,15 min,as,20:40:19,downstream,59.4,3349,14.93,1,190,,
2025,3/17/2025,20:45,Full,15 min,as,20:47:30,upstream,72.1,808,14.86,1,190,,
2025,3/17/2025,20:45,Full,15 min,as,20:49:01,upstream,54.8,1300,16.89,1,190,,
2025,3/17/2025,20:45,Full,15 min,as,20:50:46,downstream,73.7,1866,6.71,1,190,,
2025,3/17/2025,21:00,Full,15 min,as,21:08:06,upstream,71.7,2628,13.59,1,190,,
2025,3/17/2025,21:15,Full,15 min,as,21:22:13,upstream,53.8,2342,14.71,1,190,,
2025,3/17/2025,21:30,Full,15 min,as,21:40:35,downstream,54.4,3435,16.07,1,190,,
2025,3/17/2025,21:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,22:00,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,22:15,Full,15 min,as,22:16:52,upstream,71.1,601,10.5,1,190,,
2025,3/17/2025,22:30,Full,15 min,as,22:33:37,downstream,72.9,1174,12.53,1,190,,
2025,3/17/2025,22:30,Full,15 min,as,22:36:01,downstream,72.2,1956,6.86,1,190,,
2025,3/17/2025,22:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,23:00,Full,15 min,as,23:04:43,upstream,72.7,1529,15.12,1,190,,
2025,3/17/2025,23:15,Full,15 min,as,23:15:44,upstream,72.8,231,9.89,1,190,,
2025,3/17/2025,23:30,Full,15 min,as,No Fish,,,,,,190,,
2025,3/17/2025,23:45,Full,15 min,as,No Fish,,,,,,190,,
2025,3/18/2025,0:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,0:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,0:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,0:45,Full,15 min,as,0:49:47,upstream,63.4,1545,10.17,1,188,,
2025,3/18/2025,1:00,Full,15 min,as,1:01:55,downstream,64.2,621,12.45,1,188,,
2025,3/18/2025,1:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,1:30,Full,15 min,as,1:33:01,upstream,63.5,975,14.12,1,188,,
2025,3/18/2025,1:45,Full,15 min,as,1:49:33,downstream,64.7,1474,15.65,1,188,,
2025,3/18/2025,1:45,Full,15 min,as,1:59:28,downstream,65.2,4690,8.73,1,188,,
2025,3/18/2025,1:45,Full,15 min,as,1:59:45,downstream,68.3,4783,11.73,1,188,,
2025,3/18/2025,2:00,Full,15 min,as,2:00:21,downstream,54.2,111,14.19,1,188,,
2025,3/18/2025,2:00,Full,15 min,as,2:06:41,downstream,55.4,2170,14.81,1,188,,
2025,3/18/2025,2:15,Full,15 min,as,2:18:15,downstream,67.1,1052,15.14,1,188,,
2025,3/18/2025,2:15,Full,15 min,as,2:21:50,downstream,55.6,2213,14.16,1,188,,
2025,3/18/2025,2:15,Full,15 min,as,2:22:41,upstream,73.8,2483,11.24,1,188,,
2025,3/18/2025,2:15,Full,15 min,as,2:23:17,downstream,74.7,2685,7.1,1,188,,
2025,3/18/2025,2:30,Full,15 min,as,2:34:15,upstream,65,1371,13.83,1,188,,
2025,3/18/2025,2:30,Full,15 min,as,2:36:44,upstream,62.7,2120,15.47,1,188,,
2025,3/18/2025,2:30,Full,15 min,as,2:44:05,upstream,65.6,4556,14.45,1,188,,
2025,3/18/2025,2:30,Full,15 min,as,2:44:26,upstream,71.3,4667,10.35,1,188,,
2025,3/18/2025,2:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,3:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,3:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,3:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,3:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,4:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,4:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,4:30,Full,15 min,as,4:38:12,downstream,55.5,2662,12.26,1,188,,
2025,3/18/2025,4:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,5:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,5:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,5:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,5:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,6:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,6:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,6:30,Full,15 min,as,6:30:51,upstream,47.5,269,14.59,1,188,,
2025,3/18/2025,6:30,Full,15 min,as,6:44:25,downstream,56.2,4673,12.87,1,188,,
2025,3/18/2025,6:45,Full,15 min,as,6:49:23,downstream,41,1416,9.45,1,188,,
2025,3/18/2025,7:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,7:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,7:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,7:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,8:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,8:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,8:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,8:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,9:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,9:15,Full,15 min,as,No Fish,,,,,,188,otter,
2025,3/18/2025,9:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,9:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,10:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,10:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,10:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,10:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,11:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,11:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,11:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,11:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,12:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,12:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,12:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,12:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,13:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,13:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,13:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,13:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,14:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,14:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,14:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,14:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,15:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,15:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,15:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,15:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,16:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,16:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,16:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,16:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,17:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,17:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,17:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,17:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,18:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,18:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,18:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,18:45,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,19:00,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,19:15,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,19:30,Full,15 min,as,No Fish,,,,,,188,,
2025,3/18/2025,19:45,Full,15 min,as,19:50:35,upstream,51.5,1802,14.73,1,188,,
2025,3/18/2025,19:45,Full,15 min,as,19:59:42,upstream,60.9,4768,9.66,1,188,,
2025,3/18/2025,20:00,Full,15 min,as,20:07:47,downstream,47.1,2520,8.45,1,188,,
2025,3/18/2025,20:00,Full,15 min,as,20:11:43,downstream,71.1,3806,11.81,1,188,,
2025,3/18/2025,20:00,Full,15 min,as,20:12:00,upstream,71.3,3894,11.01,1,188,,
