date_time,year,date,hour,data_recorded,data_reviewed,observer,time,direction,length,frame,range,confidence,comments
2025-02-12T01:30:00Z,2025,2025-02-12,1H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T01:30:00Z,2025,2025-02-12,1H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T01:45:00Z,2025,2025-02-12,1H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T01:45:00Z,2025,2025-02-12,1H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:00:00Z,2025,2025-02-12,2H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:00:00Z,2025,2025-02-12,2H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:15:00Z,2025,2025-02-12,2H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:15:00Z,2025,2025-02-12,2H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:30:00Z,2025,2025-02-12,2H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:30:00Z,2025,2025-02-12,2H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:45:00Z,2025,2025-02-12,2H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T02:45:00Z,2025,2025-02-12,2H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T03:00:00Z,2025,2025-02-12,3H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T03:00:00Z,2025,2025-02-12,3H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T03:15:00Z,2025,2025-02-12,3H 15M 0S,Full,15 min,as,3:21:00,downstream,77.2,1881,13.01,1,NA
2025-02-12T03:15:00Z,2025,2025-02-12,3H 15M 0S,Full,15 min,jw,3:20:57,downstream,68.7,1862,12.21,1,NA
2025-02-12T03:30:00Z,2025,2025-02-12,3H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T03:30:00Z,2025,2025-02-12,3H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T03:45:00Z,2025,2025-02-12,3H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T03:45:00Z,2025,2025-02-12,3H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T04:00:00Z,2025,2025-02-12,4H 0M 0S,Full,15 min,as,4:05:32,downstream,77.1,1734,10.39,1,NA
2025-02-12T04:00:00Z,2025,2025-02-12,4H 0M 0S,Full,15 min,jw,4:05:32,downstream,71.1,1734,10.39,1,NA
2025-02-12T04:15:00Z,2025,2025-02-12,4H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T04:15:00Z,2025,2025-02-12,4H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T04:30:00Z,2025,2025-02-12,4H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T04:30:00Z,2025,2025-02-12,4H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T04:45:00Z,2025,2025-02-12,4H 45M 0S,Full,15 min,as,4:51:10,upstream,76,1911,9.72,1,NA
2025-02-12T04:45:00Z,2025,2025-02-12,4H 45M 0S,Full,15 min,jw,4:51:08,upstream,68.6,1904,9.41,1,NA
2025-02-12T05:00:00Z,2025,2025-02-12,5H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T05:00:00Z,2025,2025-02-12,5H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T05:15:00Z,2025,2025-02-12,5H 15M 0S,Full,15 min,as,5:19:49,downstream,77.8,1500,12.93,1,NA
2025-02-12T05:15:00Z,2025,2025-02-12,5H 15M 0S,Full,15 min,as,5:28:52,downstream,47.7,4340,17.11,1,NA
2025-02-12T05:15:00Z,2025,2025-02-12,5H 15M 0S,Full,15 min,jw,5:19:46,upstream,65.5,1481,13.15,1,NA
2025-02-12T05:30:00Z,2025,2025-02-12,5H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T05:30:00Z,2025,2025-02-12,5H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T05:45:00Z,2025,2025-02-12,5H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T05:45:00Z,2025,2025-02-12,5H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:00:00Z,2025,2025-02-12,6H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:00:00Z,2025,2025-02-12,6H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:15:00Z,2025,2025-02-12,6H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:15:00Z,2025,2025-02-12,6H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:30:00Z,2025,2025-02-12,6H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:30:00Z,2025,2025-02-12,6H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T06:45:00Z,2025,2025-02-12,6H 45M 0S,Full,15 min,as,6:58:55,downstream,47.5,4351,14.29,1,NA
2025-02-12T06:45:00Z,2025,2025-02-12,6H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:00:00Z,2025,2025-02-12,7H 0M 0S,Full,15 min,as,7:11:26,downstream,41.6,3570,11.48,1,NA
2025-02-12T07:00:00Z,2025,2025-02-12,7H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:15:00Z,2025,2025-02-12,7H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:15:00Z,2025,2025-02-12,7H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:30:00Z,2025,2025-02-12,7H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:30:00Z,2025,2025-02-12,7H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:45:00Z,2025,2025-02-12,7H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T07:45:00Z,2025,2025-02-12,7H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:00:00Z,2025,2025-02-12,8H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:00:00Z,2025,2025-02-12,8H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:15:00Z,2025,2025-02-12,8H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:15:00Z,2025,2025-02-12,8H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:30:00Z,2025,2025-02-12,8H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:30:00Z,2025,2025-02-12,8H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:45:00Z,2025,2025-02-12,8H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T08:45:00Z,2025,2025-02-12,8H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:00:00Z,2025,2025-02-12,9H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:00:00Z,2025,2025-02-12,9H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:15:00Z,2025,2025-02-12,9H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:15:00Z,2025,2025-02-12,9H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:30:00Z,2025,2025-02-12,9H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:30:00Z,2025,2025-02-12,9H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:45:00Z,2025,2025-02-12,9H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T09:45:00Z,2025,2025-02-12,9H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:00:00Z,2025,2025-02-12,10H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:00:00Z,2025,2025-02-12,10H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:15:00Z,2025,2025-02-12,10H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:15:00Z,2025,2025-02-12,10H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:30:00Z,2025,2025-02-12,10H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:30:00Z,2025,2025-02-12,10H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:45:00Z,2025,2025-02-12,10H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T10:45:00Z,2025,2025-02-12,10H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:00:00Z,2025,2025-02-12,11H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:00:00Z,2025,2025-02-12,11H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:15:00Z,2025,2025-02-12,11H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:15:00Z,2025,2025-02-12,11H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:30:00Z,2025,2025-02-12,11H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:30:00Z,2025,2025-02-12,11H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:45:00Z,2025,2025-02-12,11H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T11:45:00Z,2025,2025-02-12,11H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:00:00Z,2025,2025-02-12,12H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:00:00Z,2025,2025-02-12,12H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:15:00Z,2025,2025-02-12,12H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:15:00Z,2025,2025-02-12,12H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:30:00Z,2025,2025-02-12,12H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:30:00Z,2025,2025-02-12,12H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:45:00Z,2025,2025-02-12,12H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T12:45:00Z,2025,2025-02-12,12H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:00:00Z,2025,2025-02-12,13H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:00:00Z,2025,2025-02-12,13H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:15:00Z,2025,2025-02-12,13H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:15:00Z,2025,2025-02-12,13H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:30:00Z,2025,2025-02-12,13H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:30:00Z,2025,2025-02-12,13H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:45:00Z,2025,2025-02-12,13H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T13:45:00Z,2025,2025-02-12,13H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:00:00Z,2025,2025-02-12,14H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:00:00Z,2025,2025-02-12,14H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:15:00Z,2025,2025-02-12,14H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:15:00Z,2025,2025-02-12,14H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:30:00Z,2025,2025-02-12,14H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:30:00Z,2025,2025-02-12,14H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:45:00Z,2025,2025-02-12,14H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T14:45:00Z,2025,2025-02-12,14H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:00:00Z,2025,2025-02-12,15H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:00:00Z,2025,2025-02-12,15H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:15:00Z,2025,2025-02-12,15H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:15:00Z,2025,2025-02-12,15H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:30:00Z,2025,2025-02-12,15H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:30:00Z,2025,2025-02-12,15H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T15:45:00Z,2025,2025-02-12,15H 45M 0S,Full,15 min,as,15:53:41,downstream,36.2,2732,12.24,1,NA
2025-02-12T15:45:00Z,2025,2025-02-12,15H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:00:00Z,2025,2025-02-12,16H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:00:00Z,2025,2025-02-12,16H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:15:00Z,2025,2025-02-12,16H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:15:00Z,2025,2025-02-12,16H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:30:00Z,2025,2025-02-12,16H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:30:00Z,2025,2025-02-12,16H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:45:00Z,2025,2025-02-12,16H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T16:45:00Z,2025,2025-02-12,16H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:00:00Z,2025,2025-02-12,17H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:00:00Z,2025,2025-02-12,17H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:15:00Z,2025,2025-02-12,17H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:15:00Z,2025,2025-02-12,17H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:30:00Z,2025,2025-02-12,17H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:30:00Z,2025,2025-02-12,17H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T17:45:00Z,2025,2025-02-12,17H 45M 0S,Full,15 min,as,17:55:11,upstream,56.6,4451,12.83,1,NA
2025-02-12T17:45:00Z,2025,2025-02-12,17H 45M 0S,Full,15 min,jw,17:59:13,upstream,54.6,4460,13.8,1,NA
2025-02-12T18:00:00Z,2025,2025-02-12,18H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T18:00:00Z,2025,2025-02-12,18H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T18:15:00Z,2025,2025-02-12,18H 15M 0S,Full,15 min,as,18:18:58,upstream,76.9,1234,14,1,NA
2025-02-12T18:15:00Z,2025,2025-02-12,18H 15M 0S,Full,15 min,jw,18:19:00,upstream,71.6,1241,14.18,1,NA
2025-02-12T18:30:00Z,2025,2025-02-12,18H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T18:30:00Z,2025,2025-02-12,18H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T18:45:00Z,2025,2025-02-12,18H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T18:45:00Z,2025,2025-02-12,18H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T19:00:00Z,2025,2025-02-12,19H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T19:00:00Z,2025,2025-02-12,19H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T19:15:00Z,2025,2025-02-12,19H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T19:15:00Z,2025,2025-02-12,19H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T19:30:00Z,2025,2025-02-12,19H 30M 0S,Full,15 min,as,19:30:33,downstream,74.4,167,15.17,1,NA
2025-02-12T19:30:00Z,2025,2025-02-12,19H 30M 0S,Full,15 min,jw,19:30:28,downstream,68,142,13.45,1,NA
2025-02-12T19:45:00Z,2025,2025-02-12,19H 45M 0S,Full,15 min,as,19:51:02,upstream,76.3,1893,14.01,1,NA
2025-02-12T19:45:00Z,2025,2025-02-12,19H 45M 0S,Full,15 min,as,19:57:00,downstream,76,3768,8.99,1,NA
2025-02-12T19:45:00Z,2025,2025-02-12,19H 45M 0S,Full,15 min,jw,19:51:13,upstream,73,1950,13.73,1,NA
2025-02-12T19:45:00Z,2025,2025-02-12,19H 45M 0S,Full,15 min,jw,19:57:00,downstream,70.7,3768,8.77,1,NA
2025-02-12T20:00:00Z,2025,2025-02-12,20H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T20:00:00Z,2025,2025-02-12,20H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T20:15:00Z,2025,2025-02-12,20H 15M 0S,Full,15 min,as,20:22:22,upstream,85.9,2301,12.17,1,NA
2025-02-12T20:15:00Z,2025,2025-02-12,20H 15M 0S,Full,15 min,jw,20:22:22,upstream,74,2298,12.24,1,NA
2025-02-12T20:30:00Z,2025,2025-02-12,20H 30M 0S,Full,15 min,as,20:32:51,upstream,76.8,894,12.94,1,NA
2025-02-12T20:30:00Z,2025,2025-02-12,20H 30M 0S,Full,15 min,jw,20:32:57,upstream,73.4,926,12.17,1,NA
2025-02-12T20:45:00Z,2025,2025-02-12,20H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T20:45:00Z,2025,2025-02-12,20H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:00:00Z,2025,2025-02-12,21H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:00:00Z,2025,2025-02-12,21H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:15:00Z,2025,2025-02-12,21H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:15:00Z,2025,2025-02-12,21H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:30:00Z,2025,2025-02-12,21H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:30:00Z,2025,2025-02-12,21H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:45:00Z,2025,2025-02-12,21H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T21:45:00Z,2025,2025-02-12,21H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T22:00:00Z,2025,2025-02-12,22H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T22:00:00Z,2025,2025-02-12,22H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T22:15:00Z,2025,2025-02-12,22H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T22:15:00Z,2025,2025-02-12,22H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T22:30:00Z,2025,2025-02-12,22H 30M 0S,Full,15 min,as,22:39:16,upstream,42.7,2907,14.3,1,NA
2025-02-12T22:30:00Z,2025,2025-02-12,22H 30M 0S,Full,15 min,jw,22:39:17,upstream,46.1,2914,14.55,1,NA
2025-02-12T22:45:00Z,2025,2025-02-12,22H 45M 0S,Full,15 min,as,22:45:28,downstream,83.7,139,12.43,1,NA
2025-02-12T22:45:00Z,2025,2025-02-12,22H 45M 0S,Full,15 min,as,22:58:30,downstream,85.8,4242,10.53,1,NA
2025-02-12T22:45:00Z,2025,2025-02-12,22H 45M 0S,Full,15 min,as,22:58:40,upstream,86.6,4294,11.39,1,NA
2025-02-12T22:45:00Z,2025,2025-02-12,22H 45M 0S,Full,15 min,jw,22:45:31,downstream,72.9,154,12.97,1,NA
2025-02-12T23:00:00Z,2025,2025-02-12,23H 0M 0S,Full,15 min,as,23:00:35,downstream,83.5,183,11.8,1,NA
2025-02-12T23:00:00Z,2025,2025-02-12,23H 0M 0S,Full,15 min,jw,23:00:35,downstream,69.2,182,11.54,1,NA
2025-02-12T23:15:00Z,2025,2025-02-12,23H 15M 0S,Full,15 min,as,23:17:31,downstream,76.2,782,9.93,1,NA
2025-02-12T23:15:00Z,2025,2025-02-12,23H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T23:30:00Z,2025,2025-02-12,23H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T23:30:00Z,2025,2025-02-12,23H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T23:45:00Z,2025,2025-02-12,23H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-02-12T23:45:00Z,2025,2025-02-12,23H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:00:00Z,2025,2025-03-02,0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:00:00Z,2025,2025-03-02,0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:15:00Z,2025,2025-03-02,15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:15:00Z,2025,2025-03-02,15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:30:00Z,2025,2025-03-02,30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:30:00Z,2025,2025-03-02,30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:45:00Z,2025,2025-03-02,45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T00:45:00Z,2025,2025-03-02,45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:00:00Z,2025,2025-03-02,1H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:00:00Z,2025,2025-03-02,1H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:15:00Z,2025,2025-03-02,1H 15M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:15:00Z,2025,2025-03-02,1H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:30:00Z,2025,2025-03-02,1H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:30:00Z,2025,2025-03-02,1H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:45:00Z,2025,2025-03-02,1H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T01:45:00Z,2025,2025-03-02,1H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:00:00Z,2025,2025-03-02,2H 0M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:00:00Z,2025,2025-03-02,2H 0M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:15:00Z,2025,2025-03-02,2H 15M 0S,Full,15 min,as,2:19:00,downstream,60.5,1292,6.14,1,NA
2025-03-02T02:15:00Z,2025,2025-03-02,2H 15M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:30:00Z,2025,2025-03-02,2H 30M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:30:00Z,2025,2025-03-02,2H 30M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:45:00Z,2025,2025-03-02,2H 45M 0S,Full,15 min,as,No Fish,NA,NA,NA,NA,NA,NA
2025-03-02T02:45:00Z,2025,2025-03-02,2H 45M 0S,Full,15 min,jw,No Fish,NA,NA,NA,NA,NA,NA
